---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LH_1.UpdData = 2
Main.Study.Output_tricps_LH_1.FileName = "triceps_LH_1_data.txt"
Main.Study.Output_tricps_LH_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_LH_1.NumberFormat.Width = 23
Main.Study.Output_tricps_LH_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LH_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LH_1.Values = 
Main.Study.Output_tricps_LH_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm"}
Main.Study.Output_tricps_LH_1.Format = 0
Main.Study.Output_tricps_LH_1.SepSign = ","
Main.Study.Output_tricps_LH_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LH_1.LineSepSign = ""
Main.Study.Output_tricps_LH_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LH_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LH_1.Header.LinePrefix = ""
Main.Study.Output_tricps_LH_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LH_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LH_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_1.Fm
  0.000000000000000e+00,  1.772470678421550e-13
  2.020202020202020e-02,  3.104378695827570e-14
  4.040404040404041e-02,  1.901926969361843e-14
  6.060606060606061e-02,  3.076627708781908e-14
  8.080808080808081e-02,  3.348737538461890e-14
  1.010101010101010e-01,  2.950565775731562e-14
  1.212121212121212e-01,  3.118426396353547e-14
  1.414141414141414e-01,  2.864666421209893e-14
  1.616161616161616e-01,  2.839335525303239e-14
  1.818181818181818e-01,  2.895234372123037e-14
  2.020202020202020e-01,  2.880355704474774e-14
  2.222222222222222e-01,  2.560974706195679e-14
  2.424242424242424e-01,  1.965311255615600e-14
  2.626262626262627e-01,  1.858040907422272e-14
  2.828282828282828e-01,  1.251570158056438e-13
  3.030303030303030e-01,  2.608378702161971e-14
  3.232323232323233e-01,  3.083461259513398e-14
  3.434343434343434e-01,  3.375533738484213e-14
  3.636363636363636e-01,  8.361031440863797e-14
  3.838383838383838e-01,  8.289037552432597e-14
  4.040404040404040e-01,  3.810570798616109e-14
  4.242424242424243e-01,  4.001195197013977e-14
  4.444444444444444e-01,  2.980823643898815e-14
  4.646464646464646e-01,  3.925009734909147e-14
  4.848484848484849e-01,  5.125995940030183e-14
  5.050505050505051e-01,  5.700133863164569e-14
  5.252525252525253e-01,  3.525229634566208e-14
  5.454545454545454e-01,  5.188077533964288e-14
  5.656565656565656e-01,  4.068755782000563e-14
  5.858585858585859e-01,  4.583637114628276e-14
  6.060606060606061e-01,  5.609292447155953e-14
  6.262626262626263e-01,  4.489029790741415e-14
  6.464646464646465e-01,  5.555250498958491e-14
  6.666666666666666e-01,  6.749024129846427e-14
  6.868686868686869e-01,  5.881386601903547e-14
  7.070707070707071e-01,  6.022554178668654e-14
  7.272727272727273e-01,  8.330822973705475e-14
  7.474747474747475e-01,  7.997198890827672e-14
  7.676767676767676e-01,  8.782620713820931e-14
  7.878787878787878e-01,  1.010273589419828e-13
  8.080808080808081e-01,  1.918560130057791e-13
