---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_LH_2.UpdData = 2
Main.Study.Output_tricps_LH_2.FileName = "triceps_LH_2_data.txt"
Main.Study.Output_tricps_LH_2.NumberFormat.Digits = 15
Main.Study.Output_tricps_LH_2.NumberFormat.Width = 23
Main.Study.Output_tricps_LH_2.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_LH_2.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_LH_2.Values = 
Main.Study.Output_tricps_LH_2.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm"}
Main.Study.Output_tricps_LH_2.Format = 0
Main.Study.Output_tricps_LH_2.SepSign = ","
Main.Study.Output_tricps_LH_2.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_LH_2.LineSepSign = ""
Main.Study.Output_tricps_LH_2.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_2.Header.VarSectionOnOff = On
Main.Study.Output_tricps_LH_2.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_LH_2.Header.LinePrefix = ""
Main.Study.Output_tricps_LH_2.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_LH_2.Header.ColumnIDString = "col"
Main.Study.Output_tricps_LH_2.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_LH_2.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_LH_2.Fm
  0.000000000000000e+00,  1.599573773725689e-13
  2.020202020202020e-02,  2.793645496499709e-14
  4.040404040404041e-02,  1.708346192247057e-14
  6.060606060606061e-02,  2.758491281496998e-14
  8.080808080808081e-02,  2.995517648293903e-14
  1.010101010101010e-01,  2.633102846068755e-14
  1.212121212121212e-01,  2.776219767433707e-14
  1.414141414141414e-01,  2.544134567499474e-14
  1.616161616161616e-01,  2.512140590235810e-14
  1.818181818181818e-01,  2.550450967242064e-14
  2.020202020202020e-01,  2.525705871978812e-14
  2.222222222222222e-01,  2.234784295750158e-14
  2.424242424242424e-01,  1.706235668546246e-14
  2.626262626262627e-01,  1.604410090235021e-14
  2.828282828282828e-01,  1.074569810150728e-13
  3.030303030303030e-01,  2.226008517224593e-14
  3.232323232323233e-01,  2.614679975344872e-14
  3.434343434343434e-01,  2.843035571261848e-14
  3.636363636363636e-01,  6.991703299780743e-14
  3.838383838383838e-01,  6.878927055590327e-14
  4.040404040404040e-01,  3.136861775364148e-14
  4.242424242424243e-01,  3.265608670288356e-14
