---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_tricps_ME_1.UpdData = 2
Main.Study.Output_tricps_ME_1.FileName = "triceps_ME_1_data.txt"
Main.Study.Output_tricps_ME_1.NumberFormat.Digits = 15
Main.Study.Output_tricps_ME_1.NumberFormat.Width = 23
Main.Study.Output_tricps_ME_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_tricps_ME_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_tricps_ME_1.Values = 
Main.Study.Output_tricps_ME_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_1.Fm"}
Main.Study.Output_tricps_ME_1.Format = 0
Main.Study.Output_tricps_ME_1.SepSign = ","
Main.Study.Output_tricps_ME_1.SepSpaceAutoOnOff = On
Main.Study.Output_tricps_ME_1.LineSepSign = ""
Main.Study.Output_tricps_ME_1.Header.TitleSectionOnOff = On
Main.Study.Output_tricps_ME_1.Header.ConstSectionOnOff = On
Main.Study.Output_tricps_ME_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_ME_1.Header.VarSectionOnOff = On
Main.Study.Output_tricps_ME_1.Header.ColumnNamesOnOff = On
Main.Study.Output_tricps_ME_1.Header.LinePrefix = ""
Main.Study.Output_tricps_ME_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_tricps_ME_1.Header.ColumnIDString = "col"
Main.Study.Output_tricps_ME_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_tricps_ME_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Triceps_ME_1.Fm
  0.000000000000000e+00,  2.875548128665413e+01
  2.506265664160401e-02,  2.868848698335007e+01
  5.012531328320802e-02,  2.823715312675548e+01
  7.518796992481203e-02,  2.770668819843081e+01
  1.002506265664160e-01,  2.691039373171316e+01
  1.253132832080200e-01,  2.608600563675700e+01
  1.503759398496241e-01,  2.521229734151586e+01
  1.754385964912281e-01,  2.414462225873203e+01
  2.005012531328321e-01,  2.291464125139625e+01
  2.255639097744361e-01,  2.166123932502051e+01
  2.506265664160401e-01,  2.038327477610958e+01
  2.756892230576441e-01,  1.907926583738439e+01
  3.007518796992481e-01,  1.780633354618947e+01
  3.258145363408521e-01,  1.655076325647715e+01
  3.508771929824561e-01,  1.533793189911994e+01
  3.759398496240601e-01,  1.420149747694306e+01
  4.010025062656641e-01,  1.317851252553207e+01
  4.260651629072681e-01,  1.230875809897236e+01
  4.511278195488722e-01,  1.158713008483317e+01
  4.761904761904762e-01,  1.101861273842768e+01
  5.012531328320802e-01,  1.060298385442321e+01
  5.263157894736842e-01,  1.031457305527806e+01
  5.513784461152882e-01,  1.014962296047633e+01
  5.764411027568922e-01,  9.713427236560610e+00
  6.015037593984962e-01,  9.428399485171202e+00
  6.265664160401002e-01,  9.307858780761096e+00
  6.516290726817042e-01,  9.302779248522871e+00
  6.766917293233082e-01,  9.392892881479764e+00
  7.017543859649122e-01,  9.568470823549514e+00
  7.268170426065163e-01,  9.812582564967180e+00
  7.518796992481203e-01,  1.008558949572242e+01
  7.769423558897243e-01,  1.032328245410359e+01
  8.020050125313283e-01,  1.061561508689738e+01
  8.270676691729323e-01,  1.095540766631064e+01
  8.521303258145363e-01,  1.133170988403390e+01
  8.771929824561403e-01,  1.174052723982702e+01
  9.022556390977443e-01,  1.217556975659591e+01
  9.273182957393483e-01,  1.263365692914373e+01
  9.523809523809523e-01,  1.311199502052852e+01
  9.774436090225563e-01,  1.360802019646541e+01
  1.002506265664160e+00,  1.411984416543298e+01
  1.027568922305764e+00,  1.464392019589425e+01
  1.052631578947368e+00,  1.517784880713397e+01
  1.077694235588972e+00,  1.571629294207195e+01
  1.102756892230576e+00,  1.626085827011520e+01
  1.127819548872180e+00,  1.681300278699936e+01
  1.152882205513784e+00,  1.737314626728536e+01
  1.177944862155389e+00,  1.796280057545697e+01
  1.203007518796992e+00,  1.855065670874252e+01
  1.228070175438596e+00,  1.913357136183619e+01
  1.253132832080200e+00,  1.972266377838644e+01
  1.278195488721805e+00,  2.031357565900691e+01
  1.303258145363408e+00,  2.090642579283719e+01
  1.328320802005012e+00,  2.148961402965334e+01
  1.353383458646616e+00,  2.206808562083840e+01
  1.378446115288221e+00,  2.265149537572387e+01
  1.403508771929824e+00,  2.327548549013942e+01
  1.428571428571428e+00,  2.390446829145906e+01
  1.453634085213033e+00,  2.450725879408596e+01
  1.478696741854637e+00,  2.512365478434333e+01
  1.503759398496241e+00,  2.574398651828666e+01
  1.528822055137844e+00,  2.637259232148033e+01
  1.553884711779449e+00,  2.700806873225800e+01
  1.578947368421053e+00,  2.762228174053185e+01
  1.604010025062657e+00,  2.823783073622635e+01
  1.629072681704260e+00,  2.885089200208608e+01
  1.654135338345865e+00,  2.955447836873038e+01
  1.679197994987469e+00,  3.027904808658904e+01
  1.704260651629073e+00,  3.100310112895004e+01
  1.729323308270676e+00,  3.170810443460321e+01
  1.754385964912281e+00,  3.241337441943817e+01
  1.779448621553885e+00,  3.323016837720068e+01
  1.804511278195489e+00,  3.412965266277355e+01
  1.829573934837093e+00,  3.505276086325963e+01
  1.854636591478697e+00,  3.603521826423946e+01
  1.879699248120301e+00,  3.706210754949934e+01
  1.904761904761905e+00,  3.793396102136515e+01
  1.929824561403509e+00,  3.860466944127025e+01
  1.954887218045113e+00,  3.908040862513438e+01
  1.979949874686717e+00,  3.960810345202876e+01
  2.005012531328321e+00,  4.011284137317713e+01
  2.030075187969925e+00,  4.055226308617607e+01
  2.055137844611528e+00,  4.101339968097687e+01
  2.080200501253133e+00,  4.148055110365335e+01
  2.105263157894737e+00,  4.196117168524298e+01
  2.130325814536341e+00,  4.240642584365560e+01
  2.155388471177945e+00,  4.279508457222641e+01
  2.180451127819549e+00,  4.313169119688328e+01
  2.205513784461153e+00,  4.348646997334652e+01
  2.230576441102757e+00,  4.370112447008822e+01
  2.255639097744361e+00,  4.378132022310195e+01
  2.280701754385965e+00,  4.371407355916502e+01
  2.305764411027569e+00,  4.353013561972247e+01
  2.330827067669173e+00,  4.320109779365576e+01
  2.355889724310777e+00,  4.270731739849580e+01
  2.380952380952381e+00,  4.194285031035904e+01
  2.406015037593985e+00,  4.079184454424412e+01
  2.431077694235589e+00,  3.916380517584703e+01
  2.456140350877193e+00,  3.704075135584171e+01
  2.481203007518797e+00,  3.466413204684859e+01
  2.506265664160401e+00,  3.174649274523043e+01
  2.531328320802005e+00,  2.803578130320900e+01
  2.556390977443609e+00,  2.356697074368291e+01
  2.581453634085213e+00,  1.838292760696873e+01
  2.606516290726817e+00,  9.188126347720079e+00
  2.631578947368421e+00,  1.256560566644956e-12
  2.656641604010025e+00,  2.406445727136790e-12
  2.681704260651629e+00,  5.863839724682479e-14
  2.706766917293233e+00,  6.164956788997889e-14
  2.731829573934837e+00,  5.036446466988372e-14
  2.756892230576441e+00,  4.156541226894548e-13
  2.781954887218045e+00,  9.769812360360588e-14
  2.807017543859649e+00,  4.708916946943134e-14
  2.832080200501253e+00,  6.144933365655656e-14
  2.857142857142857e+00,  3.593850588085314e-14
  2.882205513784461e+00,  2.543158899790932e-14
  2.907268170426065e+00,  2.922544416357466e-14
  2.932330827067669e+00,  3.402550581296989e-14
  2.957393483709273e+00,  3.990867962636188e-14
  2.982456140350877e+00,  4.573256427828010e-14
  3.007518796992481e+00,  6.533572266884163e-14
  3.032581453634085e+00,  5.849214888858078e-14
  3.057644110275689e+00,  3.379588878345126e-14
  3.082706766917293e+00,  2.817074270244205e-14
  3.107769423558897e+00,  2.395429583256567e-14
  3.132832080200501e+00,  2.465583442805558e-14
  3.157894736842105e+00,  2.588861945992640e-14
  3.182957393483709e+00,  2.692445493171989e-14
  3.208020050125313e+00,  1.740136660724355e-13
  3.233082706766917e+00,  1.248086994597704e-13
  3.258145363408521e+00,  8.605612051966468e-14
  3.283208020050125e+00,  9.344540069142463e-14
  3.308270676691729e+00,  9.409327619920214e-14
  3.333333333333333e+00,  1.063056108516133e-13
  3.358395989974937e+00,  1.301380003259838e-13
  3.383458646616541e+00,  1.398304872726803e-13
  3.408521303258145e+00,  7.278627135610965e-14
  3.433583959899749e+00,  2.351568476232445e-14
  3.458646616541353e+00,  2.799298420917933e-14
  3.483709273182957e+00,  3.707940518074785e-14
  3.508771929824561e+00,  5.126785302453164e-14
  3.533834586466165e+00,  1.068486844783795e-13
  3.558897243107769e+00,  1.181923198368957e-13
  3.583959899749373e+00,  1.504944695182979e-13
  3.609022556390977e+00,  1.787779436713365e-13
  3.634085213032581e+00,  2.003236922930171e-13
  3.659147869674185e+00,  1.802884632890536e-13
  3.684210526315789e+00,  1.844387796454041e-13
  3.709273182957393e+00,  3.011184531094925e-13
  3.734335839598997e+00,  4.686038031613113e-13
  3.759398496240602e+00,  1.059901590217037e-13
  3.784461152882205e+00,  5.853654878619973e-14
  3.809523809523809e+00,  1.123678978452556e-13
  3.834586466165413e+00,  9.124865280573206e-14
  3.859649122807017e+00,  3.380730438703625e-13
  3.884711779448621e+00,  4.123787180908793e-13
  3.909774436090225e+00,  4.628989084787361e-13
  3.934837092731829e+00,  3.361928371777876e-13
  3.959899749373434e+00,  3.322536271619910e-13
  3.984962406015037e+00,  3.565341197710968e-13
  4.010025062656641e+00,  3.868104719368247e-13
  4.035087719298246e+00,  4.308725456963136e-13
  4.060150375939849e+00,  4.709681314042802e-13
  4.085213032581454e+00,  5.180890899323554e-13
  4.110275689223057e+00,  5.679491740533701e-13
  4.135338345864661e+00,  8.041322563655760e-13
  4.160401002506266e+00,  6.461848544033214e-13
  4.185463659147869e+00,  5.918785766016900e-13
  4.210526315789473e+00,  4.940840460725713e-13
  4.235588972431078e+00,  4.831069308427429e-13
  4.260651629072681e+00,  5.535780986762583e-13
  4.285714285714286e+00,  7.162916509909051e-13
  4.310776942355890e+00,  9.468053988598832e-13
  4.335839598997493e+00,  1.388444739683827e-12
  4.360902255639098e+00,  2.078662515079895e-12
  4.385964912280701e+00,  5.344863219755083e-12
  4.411027568922306e+00,  1.232167444405845e-11
  4.436090225563910e+00,  1.099635697457995e-09
  4.461152882205513e+00,  7.904893633215891e-01
  4.486215538847118e+00,  1.923068637301973e+00
  4.511278195488721e+00,  3.083202506492321e+00
  4.536340852130325e+00,  4.334735884592206e+00
  4.561403508771930e+00,  5.679878665357331e+00
  4.586466165413533e+00,  7.166080063996721e+00
  4.611528822055138e+00,  8.801104854235723e+00
  4.636591478696742e+00,  1.046508828368677e+01
  4.661654135338345e+00,  1.214057292980933e+01
  4.686716791979950e+00,  1.389549108567259e+01
  4.711779448621554e+00,  1.566059193338474e+01
  4.736842105263158e+00,  1.698145333813756e+01
  4.761904761904762e+00,  1.842309964036001e+01
  4.786967418546365e+00,  2.004755609950845e+01
  4.812030075187970e+00,  2.183901758981714e+01
  4.837092731829574e+00,  2.342072397189705e+01
  4.862155388471177e+00,  2.486884679349564e+01
  4.887218045112782e+00,  2.615655110273563e+01
  4.912280701754385e+00,  2.721618376083646e+01
  4.937343358395990e+00,  2.801779765694476e+01
  4.962406015037594e+00,  2.835786942290571e+01
  4.987468671679197e+00,  2.865182313093871e+01
  5.012531328320802e+00,  2.881909511092968e+01
  5.037593984962406e+00,  2.846782885269904e+01
  5.062656641604010e+00,  2.798336826353527e+01
  5.087719298245615e+00,  2.731296493357899e+01
  5.112781954887218e+00,  2.650154470453019e+01
  5.137844611528823e+00,  2.565816029521694e+01
  5.162907268170426e+00,  2.475962005251371e+01
  5.187969924812030e+00,  2.353125254476067e+01
  5.213032581453634e+00,  2.229137279452661e+01
  5.238095238095238e+00,  2.102489474360274e+01
  5.263157894736842e+00,  1.973831298605255e+01
  5.288220551378446e+00,  1.844151625905422e+01
  5.313283208020049e+00,  1.717525189088765e+01
  5.338345864661655e+00,  1.594054204261383e+01
  5.363408521303258e+00,  1.475609131395864e+01
  5.388471177944862e+00,  1.367572830927594e+01
  5.413533834586466e+00,  1.272561135448159e+01
  5.438596491228070e+00,  1.192906320909421e+01
  5.463659147869674e+00,  1.128298899542287e+01
  5.488721804511279e+00,  1.079302250166193e+01
  5.513784461152882e+00,  1.044378218733526e+01
  5.538847117794487e+00,  1.021700202459060e+01
  5.563909774436090e+00,  9.968794399277220e+00
  5.588972431077694e+00,  9.545009841739189e+00
  5.614035087719298e+00,  9.351470424564406e+00
  5.639097744360902e+00,  9.293478823863092e+00
  5.664160401002506e+00,  9.336672115574174e+00
  5.689223057644110e+00,  9.472645534336094e+00
  5.714285714285714e+00,  9.682001667197943e+00
  5.739348370927319e+00,  9.958017136610668e+00
  5.764411027568922e+00,  1.019583143476877e+01
  5.789473684210527e+00,  1.046304918392540e+01
  5.814536340852130e+00,  1.078129579134342e+01
  5.839598997493734e+00,  1.113919216506564e+01
  5.864661654135338e+00,  1.153234663638263e+01
  5.889724310776943e+00,  1.195522503257746e+01
  5.914786967418546e+00,  1.240184881618792e+01
  5.939849624060151e+00,  1.287066796048106e+01
  5.964912280701754e+00,  1.335798173041597e+01
  5.989974937343359e+00,  1.386248500410820e+01
  6.015037593984962e+00,  1.438040801305086e+01
  6.040100250626566e+00,  1.491015945973386e+01
  6.065162907268170e+00,  1.544601752306823e+01
  6.090225563909774e+00,  1.598854570747834e+01
  6.115288220551378e+00,  1.653613138090151e+01
  6.140350877192983e+00,  1.709458049047132e+01
  6.165413533834586e+00,  1.766747954784152e+01
  6.190476190476191e+00,  1.825671870679843e+01
  6.215538847117794e+00,  1.884448321555724e+01
  6.240601503759398e+00,  1.942786833260601e+01
  6.265664160401002e+00,  2.001790618235046e+01
  6.290726817042607e+00,  2.060995472438013e+01
  6.315789473684211e+00,  2.119937722490751e+01
  6.340852130325815e+00,  2.178051413956876e+01
  6.365914786967418e+00,  2.236038570199212e+01
  6.390977443609023e+00,  2.296002693206350e+01
  6.416040100250626e+00,  2.359338662506380e+01
  6.441102756892231e+00,  2.421222587590347e+01
  6.466165413533834e+00,  2.481492179317788e+01
  6.491228070175438e+00,  2.543537969316190e+01
  6.516290726817042e+00,  2.605651618078058e+01
  6.541353383458647e+00,  2.669428938882236e+01
  6.566416040100250e+00,  2.731648104364215e+01
  6.591478696741855e+00,  2.793149716407573e+01
  6.616541353383458e+00,  2.854548995042900e+01
  6.641604010025063e+00,  2.919526835798693e+01
  6.666666666666666e+00,  2.992111766858332e+01
  6.691729323308271e+00,  3.064326094473934e+01
  6.716791979949875e+00,  3.136081450596740e+01
  6.741854636591479e+00,  3.206366938555387e+01
  6.766917293233083e+00,  3.279406448014588e+01
  6.791979949874687e+00,  3.367563311030955e+01
  6.817042606516290e+00,  3.458971978955071e+01
  6.842105263157895e+00,  3.553419205518224e+01
  6.867167919799498e+00,  3.654480021053701e+01
  6.892230576441102e+00,  3.758678827566330e+01
  6.917293233082706e+00,  3.827149074003997e+01
  6.942355889724311e+00,  3.882990252338460e+01
  6.967418546365915e+00,  3.932923296211722e+01
  6.992481203007519e+00,  3.988561271307684e+01
  7.017543859649122e+00,  4.032939943146318e+01
  7.042606516290727e+00,  4.078103355447649e+01
  7.067669172932330e+00,  4.124515508855297e+01
  7.092731829573935e+00,  4.172459716134592e+01
  7.117794486215539e+00,  4.218941802029050e+01
  7.142857142857143e+00,  4.262655272572209e+01
  7.167919799498747e+00,  4.293413825346727e+01
  7.192982456140351e+00,  4.331536854563733e+01
  7.218045112781954e+00,  4.364665421687410e+01
  7.243107769423559e+00,  4.374903416668458e+01
  7.268170426065162e+00,  4.376562465631990e+01
  7.293233082706767e+00,  4.363703000086372e+01
  7.318295739348370e+00,  4.338896836951152e+01
  7.343358395989975e+00,  4.297794094923727e+01
  7.368421052631579e+00,  4.234882247053850e+01
  7.393483709273183e+00,  4.145812448846360e+01
  7.418546365914787e+00,  4.002645048548870e+01
  7.443609022556391e+00,  3.816019760790063e+01
  7.468671679197994e+00,  3.584455309244753e+01
  7.493734335839600e+00,  3.335939883887121e+01
  7.518796992481203e+00,  2.988278091571022e+01
  7.543859649122807e+00,  2.612388271486202e+01
  7.568922305764411e+00,  2.084595357706198e+01
  7.593984962406015e+00,  1.428012039567533e+01
  7.619047619047619e+00,  3.266951608955854e+00
  7.644110275689223e+00,  4.150056486836424e-12
  7.669172932330826e+00,  2.229501945115431e-13
  7.694235588972431e+00,  1.252255225475100e-13
  7.719298245614034e+00,  1.598105196982831e-13
  7.744360902255639e+00,  3.903707692406664e-13
  7.769423558897243e+00,  9.021068471029477e-14
  7.794486215538847e+00,  6.030311764412060e-14
  7.819548872180451e+00,  5.339139692551007e-14
  7.844611528822055e+00,  5.449211445606070e-14
  7.869674185463658e+00,  2.353055275473788e-13
  7.894736842105264e+00,  2.871064897364076e-14
  7.919799498746867e+00,  2.601548397834543e-14
  7.944862155388472e+00,  3.907497677285132e-14
  7.969924812030075e+00,  8.096829774002455e-14
  7.994987468671679e+00,  6.376456301951144e-14
  8.020050125313283e+00,  3.601731996427790e-14
  8.045112781954888e+00,  5.540257202827195e-14
  8.070175438596491e+00,  7.345182575304621e-14
  8.095238095238095e+00,  2.198828685832088e-14
  8.120300751879698e+00,  2.758895506592970e-14
  8.145363408521304e+00,  2.147092479904200e-13
  8.170426065162907e+00,  1.223089774386127e-13
  8.195488721804512e+00,  3.279831243836141e-14
  8.220551378446114e+00,  3.056741667531414e-14
  8.245614035087719e+00,  1.478367140610945e-13
  8.270676691729323e+00,  1.663104657890133e-13
  8.295739348370928e+00,  9.079087600959217e-14
  8.320802005012531e+00,  9.781376811071050e-14
  8.345864661654135e+00,  1.219552688928476e-13
  8.370927318295738e+00,  9.763598749894883e-14
  8.395989974937343e+00,  9.588904826379965e-14
  8.421052631578947e+00,  3.422677200375600e-14
  8.446115288220552e+00,  2.182157551897431e-14
  8.471177944862156e+00,  2.872174512981507e-13
  8.496240601503759e+00,  5.128958783342820e-14
  8.521303258145362e+00,  5.837261545563917e-14
  8.546365914786968e+00,  1.088786434490137e-13
  8.571428571428571e+00,  1.502995074610682e-13
  8.596491228070175e+00,  1.548259982320398e-13
  8.621553884711780e+00,  1.934672766902813e-13
  8.646616541353383e+00,  1.687735350143593e-13
  8.671679197994987e+00,  1.800761657756100e-13
  8.696741854636592e+00,  2.134984214555939e-13
  8.721804511278195e+00,  3.952838154017594e-13
