---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_brachialis_1.UpdData = 2
Main.Study.Output_brachialis_1.FileName = "brachialis_1_data.txt"
Main.Study.Output_brachialis_1.NumberFormat.Digits = 15
Main.Study.Output_brachialis_1.NumberFormat.Width = 23
Main.Study.Output_brachialis_1.NumberFormat.Style = ScientificNumber
Main.Study.Output_brachialis_1.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_brachialis_1.Values = 
Main.Study.Output_brachialis_1.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Brachialis_1.Fm"}
Main.Study.Output_brachialis_1.Format = 0
Main.Study.Output_brachialis_1.SepSign = ","
Main.Study.Output_brachialis_1.SepSpaceAutoOnOff = On
Main.Study.Output_brachialis_1.LineSepSign = ""
Main.Study.Output_brachialis_1.Header.TitleSectionOnOff = On
Main.Study.Output_brachialis_1.Header.ConstSectionOnOff = On
Main.Study.Output_brachialis_1.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_brachialis_1.Header.VarSectionOnOff = On
Main.Study.Output_brachialis_1.Header.ColumnNamesOnOff = On
Main.Study.Output_brachialis_1.Header.LinePrefix = ""
Main.Study.Output_brachialis_1.Header.ShortenNamesOnOff = Off
Main.Study.Output_brachialis_1.Header.ColumnIDString = "col"
Main.Study.Output_brachialis_1.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_brachialis_1.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Brachialis_1.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Brachialis_1.Fm
  0.000000000000000e+00,  2.032502145691866e-13
  2.506265664160401e-02,  2.056153088871446e-13
  5.012531328320802e-02,  1.972993631738174e-13
  7.518796992481203e-02,  1.961294384863007e-13
  1.002506265664160e-01,  2.895250112875445e-14
  1.253132832080200e-01,  4.157715963505573e-14
  1.503759398496241e-01,  4.705005959425930e-14
  1.754385964912281e-01,  1.808604797219798e-13
  2.005012531328321e-01,  1.675284108765508e-13
  2.255639097744361e-01,  2.673579943579183e-13
  2.506265664160401e-01,  1.449137505959442e-13
  2.756892230576441e-01,  4.960303651557995e-13
  3.007518796992481e-01,  1.607528460881468e-13
  3.258145363408521e-01,  2.200256608709960e-13
  3.508771929824561e-01,  4.668216332579699e-13
  3.759398496240601e-01,  4.214048962435501e-13
  4.010025062656641e-01,  6.784252010918683e-13
  4.260651629072681e-01,  6.189424847153580e-13
  4.511278195488722e-01,  6.058678519305485e-13
  4.761904761904762e-01,  5.670080738923422e-13
  5.012531328320802e-01,  4.119521958083800e-13
  5.263157894736842e-01,  3.037968734146288e-13
  5.513784461152882e-01,  2.496216336782494e-13
  5.764411027568922e-01,  2.780231185795266e-13
  6.015037593984962e-01,  2.038391546264315e-13
  6.265664160401002e-01,  2.098379655217424e-13
  6.516290726817042e-01,  1.644184798171126e-12
  6.766917293233082e-01,  1.422094821055061e-13
  7.017543859649122e-01,  1.464481168146402e-12
  7.268170426065163e-01,  1.257902024088842e-12
  7.518796992481203e-01,  2.298390627743831e-13
  7.769423558897243e-01,  2.172137047080085e-13
  8.020050125313283e-01,  1.291450760535009e-12
  8.270676691729323e-01,  1.823108907533065e-13
  8.521303258145363e-01,  1.784863968805843e-13
  8.771929824561403e-01,  9.329488957672715e-13
  9.022556390977443e-01,  1.727828200698834e-13
  9.273182957393483e-01,  2.908882552665690e-13
  9.523809523809523e-01,  4.147170422558873e-13
  9.774436090225563e-01,  4.558868198033843e-13
  1.002506265664160e+00,  4.105714215633045e-13
  1.027568922305764e+00,  4.209424415128874e-13
  1.052631578947368e+00,  3.960869622549065e-13
  1.077694235588972e+00,  3.552440208474518e-13
  1.102756892230576e+00,  3.017928144232679e-13
  1.127819548872180e+00,  2.313420364703085e-13
  1.152882205513784e+00,  1.509122280803301e-13
  1.177944862155389e+00,  9.884746648957251e-14
  1.203007518796992e+00,  7.218113963143710e-14
  1.228070175438596e+00,  5.855819497706210e-14
  1.253132832080200e+00,  1.679583060414417e-13
  1.278195488721805e+00,  1.631100882276663e-13
  1.303258145363408e+00,  1.346627037168968e-13
  1.328320802005012e+00,  1.464743486085515e-13
  1.353383458646616e+00,  1.563120806092938e-13
  1.378446115288221e+00,  1.556618857474957e-13
  1.403508771929824e+00,  1.416413480456632e-13
  1.428571428571428e+00,  1.220874920436966e-13
  1.453634085213033e+00,  1.200335519097256e-13
  1.478696741854637e+00,  1.012765595174459e-13
  1.503759398496241e+00,  9.198238450569200e-14
  1.528822055137844e+00,  1.025053297341627e-13
  1.553884711779449e+00,  1.043863025539127e-13
  1.578947368421053e+00,  9.495160626007534e-14
  1.604010025062657e+00,  8.043032321682639e-14
  1.629072681704260e+00,  7.977165806444565e-14
  1.654135338345865e+00,  6.777867031847689e-14
  1.679197994987469e+00,  1.670427987559795e-13
  1.704260651629073e+00,  1.368203521375390e-13
  1.729323308270676e+00,  9.306249425012911e-14
  1.754385964912281e+00,  6.823927433004339e-14
  1.779448621553885e+00,  5.906227083812513e-14
  1.804511278195489e+00,  4.144141181213826e-14
  1.829573934837093e+00,  1.495586891222223e-13
  1.854636591478697e+00,  4.298999455783144e-14
  1.879699248120301e+00,  3.324204527027803e-14
  1.904761904761905e+00,  2.797942256812755e-14
  1.929824561403509e+00,  2.515277252701068e-14
  1.954887218045113e+00,  4.385480045006216e-14
  1.979949874686717e+00,  4.583642567463798e-14
  2.005012531328321e+00,  4.566803738352218e-14
  2.030075187969925e+00,  1.419963370481844e-13
  2.055137844611528e+00,  2.673824206948651e-14
  2.080200501253133e+00,  2.329195903103288e-14
  2.105263157894737e+00,  2.840203079341838e-14
  2.130325814536341e+00,  2.196081992227552e-14
  2.155388471177945e+00,  1.466999112882768e-14
  2.180451127819549e+00,  2.265944725078133e-14
  2.205513784461153e+00,  4.156161391534807e-14
  2.230576441102757e+00,  2.014265486559273e-14
  2.255639097744361e+00,  3.093574675889778e-14
  2.280701754385965e+00,  3.429693251689846e-14
  2.305764411027569e+00,  3.499863630708516e-14
  2.330827067669173e+00,  1.238385409114887e-13
  2.355889724310777e+00,  9.992823327032689e-14
  2.380952380952381e+00,  1.075943843347962e-14
  2.406015037593985e+00,  9.343003097363160e-14
  2.431077694235589e+00,  1.730061073900717e-13
  2.456140350877193e+00,  1.306389783281926e-13
  2.481203007518797e+00,  1.389923333535043e-14
  2.506265664160401e+00,  2.642209779822440e-13
  2.531328320802005e+00,  5.483605335036511e-14
  2.556390977443609e+00,  4.678638501930126e-14
  2.581453634085213e+00,  6.779737102649517e-13
  2.606516290726817e+00,  2.021418766227908e-12
  2.631578947368421e+00,  2.964833916827318e+00
  2.656641604010025e+00,  9.488789136280845e+00
  2.681704260651629e+00,  1.373689551719223e+01
  2.706766917293233e+00,  1.657164272700660e+01
  2.731829573934837e+00,  1.860836151852529e+01
  2.756892230576441e+00,  2.018681487948734e+01
  2.781954887218045e+00,  2.142059668544317e+01
  2.807017543859649e+00,  2.243476444436113e+01
  2.832080200501253e+00,  2.324113210201583e+01
  2.857142857142857e+00,  2.397451396542089e+01
  2.882205513784461e+00,  2.434847863646284e+01
  2.907268170426065e+00,  2.455290815888456e+01
  2.932330827067669e+00,  2.468615209038861e+01
  2.957393483709273e+00,  2.477703209628305e+01
  2.982456140350877e+00,  2.493027279881215e+01
  3.007518796992481e+00,  2.488440772350729e+01
  3.032581453634085e+00,  2.406074468551349e+01
  3.057644110275689e+00,  2.326156433302092e+01
  3.082706766917293e+00,  2.260595196183052e+01
  3.107769423558897e+00,  2.194704806628777e+01
  3.132832080200501e+00,  2.132505060196554e+01
  3.157894736842105e+00,  2.074609899058614e+01
  3.182957393483709e+00,  2.019268044012289e+01
  3.208020050125313e+00,  1.966661303352833e+01
  3.233082706766917e+00,  1.916835149740886e+01
  3.258145363408521e+00,  1.870882673116087e+01
  3.283208020050125e+00,  1.843368384892989e+01
  3.308270676691729e+00,  1.833660128267313e+01
  3.333333333333333e+00,  1.809632568784910e+01
  3.358395989974937e+00,  1.784690483847979e+01
  3.383458646616541e+00,  1.763105733520266e+01
  3.408521303258145e+00,  1.708627976889370e+01
  3.433583959899749e+00,  1.656602003338768e+01
  3.458646616541353e+00,  1.605791354709792e+01
  3.483709273182957e+00,  1.556520444365306e+01
  3.508771929824561e+00,  1.509254123278621e+01
  3.533834586466165e+00,  1.463449246801716e+01
  3.558897243107769e+00,  1.419120456614093e+01
  3.583959899749373e+00,  1.376278147340360e+01
  3.609022556390977e+00,  1.334871013165334e+01
  3.634085213032581e+00,  1.294837500815646e+01
  3.659147869674185e+00,  1.256110183286232e+01
  3.684210526315789e+00,  1.218484476101697e+01
  3.709273182957393e+00,  1.182131005479415e+01
  3.734335839598997e+00,  1.146767502528084e+01
  3.759398496240602e+00,  1.112238849042903e+01
  3.784461152882205e+00,  1.077997587060698e+01
  3.809523809523809e+00,  1.044278169974910e+01
  3.834586466165413e+00,  1.010955430371231e+01
  3.859649122807017e+00,  9.780068811301620e+00
  3.884711779448621e+00,  9.453722917302759e+00
  3.909774436090225e+00,  9.129762248959770e+00
  3.934837092731829e+00,  8.807313266501076e+00
  3.959899749373434e+00,  8.485388109515673e+00
  3.984962406015037e+00,  8.162929128790017e+00
  4.010025062656641e+00,  7.838763259915698e+00
  4.035087719298246e+00,  7.511605112174490e+00
  4.060150375939849e+00,  7.180035071197223e+00
  4.085213032581454e+00,  6.842479625869213e+00
  4.110275689223057e+00,  6.497140610426047e+00
  4.135338345864661e+00,  6.142029863941190e+00
  4.160401002506266e+00,  5.774835469163240e+00
  4.185463659147869e+00,  5.392809225019418e+00
  4.210526315789473e+00,  4.992155504577153e+00
  4.235588972431078e+00,  4.567959723974956e+00
  4.260651629072681e+00,  4.128859995204350e+00
  4.285714285714286e+00,  3.679894349647712e+00
  4.310776942355890e+00,  3.203350442930511e+00
  4.335839598997493e+00,  2.694058462146536e+00
  4.360902255639098e+00,  2.185736980740695e+00
  4.385964912280701e+00,  1.672278588881981e+00
  4.411027568922306e+00,  1.171680627650398e+00
  4.436090225563910e+00,  2.651021648363012e-01
  4.461152882205513e+00,  1.119013324964750e-10
  4.486215538847118e+00,  1.596307774579570e-11
  4.511278195488721e+00,  5.501653550754352e-12
  4.536340852130325e+00,  2.861845658377735e-12
  4.561403508771930e+00,  1.472191254486646e-12
  4.586466165413533e+00,  1.466999037000557e-12
  4.611528822055138e+00,  1.515009126592681e-12
  4.636591478696742e+00,  5.747886015389363e-13
  4.661654135338345e+00,  1.683602021391993e-13
  4.686716791979950e+00,  1.806666194900913e-13
  4.711779448621554e+00,  7.746883768969517e-14
  4.736842105263158e+00,  4.184782146643442e-13
  4.761904761904762e+00,  4.260926746258969e-14
  4.786967418546365e+00,  3.700182319726149e-14
  4.812030075187970e+00,  2.112109631971636e-13
  4.837092731829574e+00,  1.336108919697429e-13
  4.862155388471177e+00,  1.080297852631032e-13
  4.887218045112782e+00,  2.146208368854569e-14
  4.912280701754385e+00,  1.669920626171097e-14
  4.937343358395990e+00,  2.101744706882257e-14
  4.962406015037594e+00,  5.739889357095070e-13
  4.987468671679197e+00,  2.493221065278313e-14
  5.012531328320802e+00,  4.400318454214833e-13
  5.037593984962406e+00,  2.045751237297881e-13
  5.062656641604010e+00,  1.822900560956084e-13
  5.087719298245615e+00,  1.912993109588998e-13
  5.112781954887218e+00,  3.291586919917759e-14
  5.137844611528823e+00,  4.517730868048147e-13
  5.162907268170426e+00,  4.520622021026943e-14
  5.187969924812030e+00,  2.436282977025625e-13
  5.213032581453634e+00,  3.533659023288275e-13
  5.238095238095238e+00,  2.367784381699165e-13
