---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_breve.UpdData = 2
Main.Study.Output_biceps_brachii_caput_breve.FileName = "biceps_brachii_caput_breve_data.txt"
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_breve.Values = 
Main.Study.Output_biceps_brachii_caput_breve.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm"}
Main.Study.Output_biceps_brachii_caput_breve.Format = 0
Main.Study.Output_biceps_brachii_caput_breve.SepSign = ","
Main.Study.Output_biceps_brachii_caput_breve.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnIDString = "col"
Main.Study.Output_biceps_brachii_caput_breve.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm
  0.000000000000000e+00,  4.306978993651301e-14
  2.020202020202020e-02,  3.603656406372667e-14
  4.040404040404041e-02,  1.231177454842628e-13
  6.060606060606061e-02,  1.094480397704901e-13
  8.080808080808081e-02,  1.403256802735959e-14
  1.010101010101010e-01,  6.579183301354812e-14
  1.212121212121212e-01,  1.455928326932054e-14
  1.414141414141414e-01,  6.361860580193057e-14
  1.616161616161616e-01,  1.369524567881669e-14
  1.818181818181818e-01,  1.419924633912646e-14
  2.020202020202020e-01,  1.407780604048017e-14
  2.222222222222222e-01,  1.321953910399309e-14
  2.424242424242424e-01,  1.205581996617715e-14
  2.626262626262627e-01,  1.188294376878578e-14
  2.828282828282828e-01,  1.135313569963295e-14
  3.030303030303030e-01,  1.076692006561472e-14
  3.232323232323233e-01,  4.638492255541195e-14
  3.434343434343434e-01,  4.309994262498288e-14
  3.636363636363636e-01,  4.260372961980920e-14
  3.838383838383838e-01,  4.595627850068412e-14
  4.040404040404040e-01,  5.925571298720728e-15
  4.242424242424243e-01,  1.106390541234769e-14
  4.444444444444444e-01,  1.184591546719231e-14
  4.646464646464646e-01,  2.045450795009494e-14
  4.848484848484849e-01,  2.737673056691158e-14
  5.050505050505051e-01,  2.795026677967324e-14
