---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_brachialis_2.UpdData = 2
Main.Study.Output_brachialis_2.FileName = "brachialis_2_data.txt"
Main.Study.Output_brachialis_2.NumberFormat.Digits = 15
Main.Study.Output_brachialis_2.NumberFormat.Width = 23
Main.Study.Output_brachialis_2.NumberFormat.Style = ScientificNumber
Main.Study.Output_brachialis_2.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_brachialis_2.Values = 
Main.Study.Output_brachialis_2.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Brachialis_2.Fm"}
Main.Study.Output_brachialis_2.Format = 0
Main.Study.Output_brachialis_2.SepSign = ","
Main.Study.Output_brachialis_2.SepSpaceAutoOnOff = On
Main.Study.Output_brachialis_2.LineSepSign = ""
Main.Study.Output_brachialis_2.Header.TitleSectionOnOff = On
Main.Study.Output_brachialis_2.Header.ConstSectionOnOff = On
Main.Study.Output_brachialis_2.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_brachialis_2.Header.VarSectionOnOff = On
Main.Study.Output_brachialis_2.Header.ColumnNamesOnOff = On
Main.Study.Output_brachialis_2.Header.LinePrefix = ""
Main.Study.Output_brachialis_2.Header.ShortenNamesOnOff = Off
Main.Study.Output_brachialis_2.Header.ColumnIDString = "col"
Main.Study.Output_brachialis_2.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_brachialis_2.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Brachialis_2.Fm
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.Brachialis_2.Fm
  0.000000000000000e+00,  4.105133481626716e-13
  2.020202020202020e-02,  3.453310488374071e-13
  4.040404040404041e-02,  1.187101836725220e-12
  6.060606060606061e-02,  1.061724646936996e-12
  8.080808080808081e-02,  1.368657520662988e-13
  1.010101010101010e-01,  6.449402047301143e-13
  1.212121212121212e-01,  1.433155902622207e-13
  1.414141414141414e-01,  6.278779563734273e-13
  1.616161616161616e-01,  1.354321549570002e-13
  1.818181818181818e-01,  1.405841372298374e-13
  2.020202020202020e-01,  1.394430974559587e-13
  2.222222222222222e-01,  1.308977718767824e-13
  2.424242424242424e-01,  1.192304995289221e-13
  2.626262626262627e-01,  1.172673307656923e-13
  2.828282828282828e-01,  1.116939349363470e-13
  3.030303030303030e-01,  1.054576525358628e-13
  3.232323232323233e-01,  4.521037908292527e-13
  3.434343434343434e-01,  4.176346487668091e-13
  3.636363636363636e-01,  4.100834239710957e-13
  3.838383838383838e-01,  4.390142169444842e-13
  4.040404040404040e-01,  5.612411288510877e-14
  4.242424242424243e-01,  1.037927772173607e-13
  4.444444444444444e-01,  1.099563937957317e-13
  4.646464646464646e-01,  1.876704641321111e-13
  4.848484848484849e-01,  2.480291165547984e-13
  5.050505050505051e-01,  2.498095786727006e-13
  5.252525252525253e-01,  1.856955693454376e-13
  5.454545454545454e-01,  2.539641463388902e-13
  5.656565656565656e-01,  7.447036313045033e-14
  5.858585858585859e-01,  7.240252446027854e-14
  6.060606060606061e-01,  5.386548961737584e-14
  6.262626262626263e-01,  6.645276603867375e-14
  6.464646464646465e-01,  1.380519484885518e-13
  6.666666666666666e-01,  8.959066813316297e-14
  6.868686868686869e-01,  1.056427900694124e-13
  7.070707070707071e-01,  1.312530442329651e-13
  7.272727272727273e-01,  2.186878642630234e-13
  7.474747474747475e-01,  1.846048237985254e-13
  7.676767676767676e-01,  3.016938638339555e-13
  7.878787878787878e-01,  7.566912995836464e-14
  8.080808080808081e-01,  5.919964601171662e-13
  8.282828282828283e-01,  1.920060336472971e-13
  8.484848484848485e-01,  5.970480950788318e-13
  8.686868686868687e-01,  1.128814743940235e-13
  8.888888888888888e-01,  1.200962725513252e-13
  9.090909090909091e-01,  9.675809475041485e-14
  9.292929292929293e-01,  1.079406621168802e-13
  9.494949494949495e-01,  6.357797874279225e-14
  9.696969696969697e-01,  5.001416223590498e-13
  9.898989898989899e-01,  5.530763694369223e-13
  1.010101010101010e+00,  7.957810846745185e-14
  1.030303030303030e+00,  5.118991552230654e-13
  1.050505050505051e+00,  4.747505512141214e-13
  1.070707070707071e+00,  1.000208516919986e-13
  1.090909090909091e+00,  1.668532171864282e-13
  1.111111111111111e+00,  1.274958081877546e-13
  1.131313131313131e+00,  5.931942516979887e-13
  1.151515151515152e+00,  8.070442940239468e-14
  1.171717171717172e+00,  5.043247536022406e-13
  1.191919191919192e+00,  4.374845056006239e-13
  1.212121212121212e+00,  3.813891141247331e-13
  1.232323232323232e+00,  1.143059278066436e-13
  1.252525252525253e+00,  1.183320403377184e-13
  1.272727272727273e+00,  1.211239784850349e-13
  1.292929292929293e+00,  1.205719440734600e-13
  1.313131313131313e+00,  1.172810839685644e-13
  1.333333333333333e+00,  1.181921370329891e-13
  1.353535353535354e+00,  3.161439633773718e-13
  1.373737373737374e+00,  3.145971325139605e-13
  1.393939393939394e+00,  1.142568160177169e-13
  1.414141414141414e+00,  2.972698909351189e-13
  1.434343434343434e+00,  1.091950455398764e-13
  1.454545454545455e+00,  1.082066837344095e-13
  1.474747474747475e+00,  1.090683909072454e-13
  1.494949494949495e+00,  2.637928207709925e-13
  1.515151515151515e+00,  1.052982089701919e-13
  1.535353535353535e+00,  8.359970098962263e-14
  1.555555555555556e+00,  7.857196778295509e-14
  1.575757575757576e+00,  9.180889554252770e-14
  1.595959595959596e+00,  1.008388405407290e-13
  1.616161616161616e+00,  1.161130884181556e-13
  1.636363636363636e+00,  2.279165298492338e-13
  1.656565656565657e+00,  9.920429282010372e-14
  1.676767676767677e+00,  9.922826722440218e-14
  1.696969696969697e+00,  9.617829381095150e-14
  1.717171717171717e+00,  9.362482349476454e-14
  1.737373737373737e+00,  9.614719202781281e-14
  1.757575757575758e+00,  9.451069870558266e-14
  1.777777777777778e+00,  8.341420632827934e-14
  1.797979797979798e+00,  8.473013894189190e-14
  1.818181818181818e+00,  1.988549143605405e-13
  1.838383838383838e+00,  8.254312769277114e-14
  1.858585858585859e+00,  8.415117775923612e-14
  1.878787878787879e+00,  2.293766094017605e-13
  1.898989898989899e+00,  8.024350832112294e-14
  1.919191919191919e+00,  7.596318171332397e-14
  1.939393939393939e+00,  2.394842891380694e-13
  1.959595959595960e+00,  5.085912111332851e-13
  1.979797979797980e+00,  5.008984533399400e-13
  2.000000000000000e+00,  1.085100029272447e-13
