---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_FE.UpdData = 2
Main.Study.Output_FE.FileName = "FE_data.txt"
Main.Study.Output_FE.NumberFormat.Digits = 15
Main.Study.Output_FE.NumberFormat.Width = 23
Main.Study.Output_FE.NumberFormat.Style = ScientificNumber
Main.Study.Output_FE.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_FE.Values = 
Main.Study.Output_FE.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos"}
Main.Study.Output_FE.Format = 0
Main.Study.Output_FE.SepSign = ","
Main.Study.Output_FE.SepSpaceAutoOnOff = On
Main.Study.Output_FE.LineSepSign = ""
Main.Study.Output_FE.Header.TitleSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.Header.VarSectionOnOff = On
Main.Study.Output_FE.Header.ColumnNamesOnOff = On
Main.Study.Output_FE.Header.LinePrefix = ""
Main.Study.Output_FE.Header.ShortenNamesOnOff = Off
Main.Study.Output_FE.Header.ColumnIDString = "col"
Main.Study.Output_FE.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
  0.000000000000000e+00,  1.147128475740894e+00
  2.020202020202020e-02,  1.148090271455244e+00
  4.040404040404041e-02,  1.149061590860222e+00
  6.060606060606061e-02,  1.150042421369370e+00
  8.080808080808081e-02,  1.151032750369145e+00
  1.010101010101010e-01,  1.152032565194910e+00
  1.212121212121212e-01,  1.153041853132885e+00
  1.414141414141414e-01,  1.154060601422114e+00
  1.616161616161616e-01,  1.155088797256434e+00
  1.818181818181818e-01,  1.156126427786434e+00
  2.020202020202020e-01,  1.157173480121436e+00
  2.222222222222222e-01,  1.158229941331463e+00
  2.424242424242424e-01,  1.159295798449213e+00
  2.626262626262627e-01,  1.160371038472048e+00
  2.828282828282828e-01,  1.161455648363955e+00
  3.030303030303030e-01,  1.162549615057543e+00
  3.232323232323233e-01,  1.163652925456012e+00
  3.434343434343434e-01,  1.164765566435140e+00
  3.636363636363636e-01,  1.165887524845269e+00
  3.838383838383838e-01,  1.167018787513274e+00
  4.040404040404040e-01,  1.168159341244559e+00
  4.242424242424243e-01,  1.169309172825031e+00
  4.444444444444444e-01,  1.170468269023084e+00
  4.646464646464646e-01,  1.171636616591579e+00
  4.848484848484849e-01,  1.172814202269821e+00
  5.050505050505051e-01,  1.174001012785538e+00
  5.252525252525253e-01,  1.175197034856859e+00
  5.454545454545454e-01,  1.176402255194286e+00
  5.656565656565656e-01,  1.177616660502670e+00
  5.858585858585859e-01,  1.178840237483178e+00
  6.060606060606061e-01,  1.180072972835261e+00
  6.262626262626263e-01,  1.181314853258625e+00
  6.464646464646465e-01,  1.182565865455186e+00
  6.666666666666666e-01,  1.183825996131038e+00
  6.868686868686869e-01,  1.185095231998402e+00
  7.070707070707071e-01,  1.186373559777586e+00
  7.272727272727273e-01,  1.187660966198933e+00
  7.474747474747475e-01,  1.188957438004764e+00
  7.676767676767676e-01,  1.190262961951327e+00
  7.878787878787878e-01,  1.191577524810732e+00
  8.080808080808081e-01,  1.192901113372888e+00
  8.282828282828283e-01,  1.194233714447427e+00
  8.484848484848485e-01,  1.195575314865641e+00
  8.686868686868687e-01,  1.196925901482397e+00
  8.888888888888888e-01,  1.198285461178055e+00
  9.090909090909091e-01,  1.199653980860381e+00
  9.292929292929293e-01,  1.201031447466455e+00
  9.494949494949495e-01,  1.202417847964576e+00
  9.696969696969697e-01,  1.203813169356152e+00
  9.898989898989899e-01,  1.205217398677607e+00
  1.010101010101010e+00,  1.206630523002251e+00
  1.030303030303030e+00,  1.208052529442173e+00
  1.050505050505051e+00,  1.209483405150123e+00
  1.070707070707071e+00,  1.210923137321367e+00
  1.090909090909091e+00,  1.212371713195568e+00
  1.111111111111111e+00,  1.213829120058637e+00
  1.131313131313131e+00,  1.215295345244593e+00
  1.151515151515152e+00,  1.216770376137409e+00
  1.171717171717172e+00,  1.218254200172860e+00
  1.191919191919192e+00,  1.219746804840354e+00
  1.212121212121212e+00,  1.221248177684767e+00
  1.232323232323232e+00,  1.222758306308270e+00
  1.252525252525253e+00,  1.224277178372147e+00
  1.272727272727273e+00,  1.225804781598613e+00
  1.292929292929293e+00,  1.227341103772617e+00
  1.313131313131313e+00,  1.228886132743648e+00
  1.333333333333333e+00,  1.230439856427529e+00
  1.353535353535354e+00,  1.232002262808215e+00
  1.373737373737374e+00,  1.233573339939567e+00
  1.393939393939394e+00,  1.235153075947139e+00
  1.414141414141414e+00,  1.236741459029949e+00
  1.434343434343434e+00,  1.238338477462246e+00
  1.454545454545455e+00,  1.239944119595271e+00
  1.474747474747475e+00,  1.241558373859016e+00
  1.494949494949495e+00,  1.243181228763967e+00
  1.515151515151515e+00,  1.244812672902861e+00
  1.535353535353535e+00,  1.246452694952410e+00
  1.555555555555556e+00,  1.248101283675046e+00
  1.575757575757576e+00,  1.249758427920646e+00
  1.595959595959596e+00,  1.251424116628250e+00
  1.616161616161616e+00,  1.253098338827781e+00
  1.636363636363636e+00,  1.254781083641762e+00
  1.656565656565657e+00,  1.256472340287014e+00
  1.676767676767677e+00,  1.258172098076364e+00
  1.696969696969697e+00,  1.259880346420336e+00
  1.717171717171717e+00,  1.261597074828850e+00
  1.737373737373737e+00,  1.263322272912902e+00
  1.757575757575758e+00,  1.265055930386252e+00
  1.777777777777778e+00,  1.266798037067094e+00
  1.797979797979798e+00,  1.268548582879740e+00
  1.818181818181818e+00,  1.270307557856277e+00
  1.838383838383838e+00,  1.272074952138240e+00
  1.858585858585859e+00,  1.273850755978270e+00
  1.878787878787879e+00,  1.275634959741767e+00
  1.898989898989899e+00,  1.277427553908549e+00
  1.919191919191919e+00,  1.279228529074496e+00
  1.939393939393939e+00,  1.281037875953199e+00
  1.959595959595960e+00,  1.282855585377597e+00
  1.979797979797980e+00,  1.284681648301622e+00
  2.000000000000000e+00,  1.286516055801829e+00
