---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_FE.UpdData = 2
Main.Study.Output_FE.FileName = "FE_data.txt"
Main.Study.Output_FE.NumberFormat.Digits = 15
Main.Study.Output_FE.NumberFormat.Width = 23
Main.Study.Output_FE.NumberFormat.Style = ScientificNumber
Main.Study.Output_FE.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_FE.Values = 
Main.Study.Output_FE.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos"}
Main.Study.Output_FE.Format = 0
Main.Study.Output_FE.SepSign = ","
Main.Study.Output_FE.SepSpaceAutoOnOff = On
Main.Study.Output_FE.LineSepSign = ""
Main.Study.Output_FE.Header.TitleSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionOnOff = On
Main.Study.Output_FE.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.Header.VarSectionOnOff = On
Main.Study.Output_FE.Header.ColumnNamesOnOff = On
Main.Study.Output_FE.Header.LinePrefix = ""
Main.Study.Output_FE.Header.ShortenNamesOnOff = Off
Main.Study.Output_FE.Header.ColumnIDString = "col"
Main.Study.Output_FE.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_FE.SuppressTimeColumnOnOff = Off
----------------------------------------------------------
Variables (Column# Name): 
col0  Main.Study.t
col1  Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
----------------------------------------------------------
Main.Study.t,Main.HumanModel.BodyModel.Right.ShoulderArm.Jnt.FE.Pos
  0.000000000000000e+00,  1.426168874765392e+00
  2.020202020202020e-02,  1.424333133591274e+00
  4.040404040404041e-02,  1.422506208671216e+00
  6.060606060606061e-02,  1.420687801932798e+00
  8.080808080808081e-02,  1.418877915787781e+00
  1.010101010101010e-01,  1.417076552781746e+00
  1.212121212121212e-01,  1.415283715592315e+00
  1.414141414141414e-01,  1.413499407027369e+00
  1.616161616161616e-01,  1.411723630023299e+00
  1.818181818181818e-01,  1.409956387643234e+00
  2.020202020202020e-01,  1.408197683075286e+00
  2.222222222222222e-01,  1.406447519630810e+00
  2.424242424242424e-01,  1.404705900742660e+00
  2.626262626262627e-01,  1.402972829963454e+00
  2.828282828282828e-01,  1.401248310963848e+00
  3.030303030303030e-01,  1.399532347530808e+00
  3.232323232323233e-01,  1.397824943565897e+00
  3.434343434343434e-01,  1.396126103083560e+00
  3.636363636363636e-01,  1.394435830209415e+00
  3.838383838383838e-01,  1.392754129178555e+00
  4.040404040404040e-01,  1.391081004333843e+00
  4.242424242424243e-01,  1.389416460124226e+00
  4.444444444444444e-01,  1.387760501103047e+00
  4.646464646464646e-01,  1.386113131926348e+00
  4.848484848484849e-01,  1.384474357351209e+00
  5.050505050505051e-01,  1.382844182234059e+00
  5.252525252525253e-01,  1.381222611529001e+00
  5.454545454545454e-01,  1.379609650286158e+00
  5.656565656565656e-01,  1.378005303649998e+00
  5.858585858585859e-01,  1.376409576857671e+00
  6.060606060606061e-01,  1.374822475237362e+00
  6.262626262626263e-01,  1.373244004206625e+00
  6.464646464646465e-01,  1.371674169270742e+00
  6.666666666666666e-01,  1.370112976021070e+00
  6.868686868686869e-01,  1.368560430133398e+00
  7.070707070707071e-01,  1.367016537366305e+00
  7.272727272727273e-01,  1.365481303559522e+00
  7.474747474747475e-01,  1.363954734632298e+00
  7.676767676767676e-01,  1.362436836581762e+00
  7.878787878787878e-01,  1.360927615481299e+00
  8.080808080808081e-01,  1.359427077478921e+00
  8.282828282828283e-01,  1.357935228795637e+00
  8.484848484848485e-01,  1.356452075723838e+00
  8.686868686868687e-01,  1.354977624625671e+00
  8.888888888888888e-01,  1.353511881931428e+00
  9.090909090909091e-01,  1.352054854137925e+00
  9.292929292929293e-01,  1.350606547806894e+00
  9.494949494949495e-01,  1.349166969563367e+00
  9.696969696969697e-01,  1.347736126094075e+00
  9.898989898989899e-01,  1.346314024145840e+00
  1.010101010101010e+00,  1.344900670523971e+00
  1.030303030303030e+00,  1.343496072090658e+00
  1.050505050505051e+00,  1.342100235763382e+00
  1.070707070707071e+00,  1.340713168513316e+00
  1.090909090909091e+00,  1.339334877363721e+00
  1.111111111111111e+00,  1.337965369388372e+00
  1.131313131313131e+00,  1.336604651709950e+00
  1.151515151515152e+00,  1.335252731498465e+00
  1.171717171717172e+00,  1.333909615969666e+00
  1.191919191919192e+00,  1.332575312383458e+00
  1.212121212121212e+00,  1.331249828042328e+00
  1.232323232323232e+00,  1.329933170289752e+00
  1.252525252525253e+00,  1.328625346508632e+00
  1.272727272727273e+00,  1.327326364119716e+00
  1.292929292929293e+00,  1.326036230580027e+00
  1.313131313131313e+00,  1.324754953381293e+00
  1.333333333333333e+00,  1.323482540048382e+00
  1.353535353535354e+00,  1.322218998137738e+00
  1.373737373737374e+00,  1.320964335235816e+00
  1.393939393939394e+00,  1.319718558957524e+00
  1.414141414141414e+00,  1.318481676944671e+00
  1.434343434343434e+00,  1.317253696864406e+00
  1.454545454545455e+00,  1.316034626407672e+00
  1.474747474747475e+00,  1.314824473287658e+00
  1.494949494949495e+00,  1.313623245238246e+00
  1.515151515151515e+00,  1.312430950012484e+00
  1.535353535353535e+00,  1.311247595381027e+00
  1.555555555555556e+00,  1.310073189130618e+00
  1.575757575757576e+00,  1.308907739062547e+00
  1.595959595959596e+00,  1.307751252991117e+00
  1.616161616161616e+00,  1.306603738742130e+00
  1.636363636363636e+00,  1.305465204151353e+00
  1.656565656565657e+00,  1.304335657063006e+00
  1.676767676767677e+00,  1.303215105328239e+00
  1.696969696969697e+00,  1.302103556803625e+00
  1.717171717171717e+00,  1.301001019349656e+00
  1.737373737373737e+00,  1.299907500829226e+00
  1.757575757575758e+00,  1.298823009106145e+00
  1.777777777777778e+00,  1.297747552043635e+00
  1.797979797979798e+00,  1.296681137502839e+00
  1.818181818181818e+00,  1.295623773341335e+00
  1.838383838383838e+00,  1.294575467411657e+00
  1.858585858585859e+00,  1.293536227559810e+00
  1.878787878787879e+00,  1.292506061623800e+00
  1.898989898989899e+00,  1.291484977432168e+00
  1.919191919191919e+00,  1.290472982802520e+00
  1.939393939393939e+00,  1.289470085540079e+00
  1.959595959595960e+00,  1.288476293436219e+00
  1.979797979797980e+00,  1.287491614267030e+00
  2.000000000000000e+00,  1.286516055791868e+00
