---- AnyBody Output File ---------------------------------
Study: Main.Study
Operation: Main.Study.InverseDynamics
----------------------------------------------------------
Constants (Name = Value): 
Main.Study.Output_biceps_brachii_caput_breve.UpdData = 2
Main.Study.Output_biceps_brachii_caput_breve.FileName = "biceps_brachii_caput_breve_data.txt"
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Digits = 15
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Width = 23
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.Style = ScientificNumber
Main.Study.Output_biceps_brachii_caput_breve.NumberFormat.FormatStr = "%23.15e"
Main.Study.Output_biceps_brachii_caput_breve.Values = 
Main.Study.Output_biceps_brachii_caput_breve.Search = {"Main.HumanModel.BodyModel.Right.ShoulderArm.Mus.biceps_brachii_caput_breve.Fm"}
Main.Study.Output_biceps_brachii_caput_breve.Format = 0
Main.Study.Output_biceps_brachii_caput_breve.SepSign = ","
Main.Study.Output_biceps_brachii_caput_breve.SepSpaceAutoOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.LineSepSign = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.TitleSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ConstSectionSaveOptionsOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.VarSectionOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnNamesOnOff = On
Main.Study.Output_biceps_brachii_caput_breve.Header.LinePrefix = ""
Main.Study.Output_biceps_brachii_caput_breve.Header.ShortenNamesOnOff = Off
Main.Study.Output_biceps_brachii_caput_breve.Header.ColumnIDString = "col"
  5.252525252525253e-01,  7.862818464845554e-15
  5.454545454545454e-01,  1.612699040442354e-14
  5.656565656565656e-01,  1.246740218137865e-14
  5.858585858585859e-01,  7.790421010639532e-15
  6.060606060606061e-01,  7.298358800765397e-15
  6.262626262626263e-01,  7.790383967377651e-15
  6.464646464646465e-01,  1.036591480100305e-14
  6.666666666666666e-01,  1.017406725710339e-14
  6.868686868686869e-01,  9.263219272861717e-15
  7.070707070707071e-01,  1.175750073908423e-14
  7.272727272727273e-01,  2.838141089099095e-14
  7.474747474747475e-01,  1.186808330144543e-14
  7.676767676767676e-01,  1.218457932027883e-14
  7.878787878787878e-01,  1.245738682636191e-14
  8.080808080808081e-01,  1.271595696559366e-14
  8.282828282828283e-01,  1.255216052818870e-14
  8.484848484848485e-01,  1.307775675270086e-14
  8.686868686868687e-01,  1.391692794402139e-14
  8.888888888888888e-01,  1.400722654310057e-14
  9.090909090909091e-01,  1.392151484770190e-14
  9.292929292929293e-01,  1.399461380683562e-14
  9.494949494949495e-01,  1.419155981826423e-14
  9.696969696969697e-01,  1.367057236427180e-14
  9.898989898989899e-01,  1.337585248983746e-14
  1.010101010101010e+00,  1.086145323952652e-14
  1.030303030303030e+00,  1.510793144477835e-14
  1.050505050505051e+00,  1.573385101351249e-14
  1.070707070707071e+00,  9.871360575032314e-15
  1.090909090909091e+00,  1.327949087948019e-14
  1.111111111111111e+00,  2.076731522005031e-14
  1.131313131313131e+00,  1.714744242547863e-14
  1.151515151515152e+00,  1.654593996175583e-14
  1.171717171717172e+00,  1.669655524133591e-14
  1.191919191919192e+00,  1.673210054082191e-14
  1.212121212121212e+00,  1.661312075672222e-14
  1.232323232323232e+00,  1.656053591583697e-14
  1.252525252525253e+00,  1.613884480980804e-14
  1.272727272727273e+00,  1.171512995445398e-14
  1.292929292929293e+00,  1.252937240529244e-14
  1.313131313131313e+00,  1.259495433429601e-14
  1.333333333333333e+00,  1.150716433374831e-14
  1.353535353535354e+00,  1.211999647475293e-14
  1.373737373737374e+00,  1.200889584426775e-14
  1.393939393939394e+00,  1.329158635040628e-14
  1.414141414141414e+00,  1.487831364363277e-14
  1.434343434343434e+00,  1.139853696868505e-14
  1.454545454545455e+00,  1.452998828232974e-14
  1.474747474747475e+00,  1.344939395802912e-14
  1.494949494949495e+00,  1.500035640489662e-14
  1.515151515151515e+00,  1.801789994443220e-14
  1.535353535353535e+00,  1.943304993141617e-14
  1.555555555555556e+00,  1.421334071546623e-14
  1.575757575757576e+00,  1.993598732858082e-14
  1.595959595959596e+00,  1.954992938735097e-14
  1.616161616161616e+00,  2.184926690415586e-14
  1.636363636363636e+00,  2.099014310057917e-14
  1.656565656565657e+00,  1.859274285369668e-14
  1.676767676767677e+00,  1.704096162693453e-14
  1.696969696969697e+00,  1.441454548709798e-14
  1.717171717171717e+00,  1.876667428922644e-14
  1.737373737373737e+00,  2.281928498674796e-14
  1.757575757575758e+00,  1.513941153975638e-14
  1.777777777777778e+00,  1.574958658050316e-14
  1.797979797979798e+00,  1.620221762352467e-14
  1.818181818181818e+00,  2.125477288432478e-14
  1.838383838383838e+00,  2.391622349225242e-14
  1.858585858585859e+00,  2.540703021829045e-14
  1.878787878787879e+00,  2.392483223621392e-14
  1.898989898989899e+00,  2.112892392723587e-14
  1.919191919191919e+00,  2.691206598213080e-14
  1.939393939393939e+00,  2.605389171366254e-14
  1.959595959595960e+00,  2.548949713591632e-14
  1.979797979797980e+00,  2.336245061762841e-14
  2.000000000000000e+00,  2.367270486349183e-14
